0.80657,1.4971,2.1365
0.73932,1.4117,2.1843
0.72465,1.4094,2.1626
0.74138,1.4126,2.1701
0.73157,1.4403,2.144
0.75321,1.4651,2.1984
0.68611,1.3687,2.0781
0.68844,1.4055,2.1956
0.75124,1.486,2.3022
0.93563,1.5979,2.3851
0.69549,1.4015,2.1079
0.65731,1.3919,2.124
0.71676,1.4444,2.2004
0.67303,1.3571,2.2797
0.78886,1.4796,2.2813
0.7393,1.4379,2.1967
0.06819,0.060884,0.082963
